exercise_id;language_code;name;description;instructions
ex-bench-press;nl-NL;Bankdrukken;Bankdrukken is een krachtige oefening voor het bovenlichaam. Je traint er vooral je borstspieren, schouders (deltoids) en armen (triceps) mee. Het is een van de meest effectieve oefeningen om spiermassa en kracht op te bouwen.;"Voorbereiding: Ga plat op je rug op het bankje liggen. Je voeten staan stevig op de grond. Pak de stang iets breder dan schouderbreedte vast met je handpalmen van je af.
Uitvoering: Til de stang uit het rek en houd deze recht boven je borst met gestrekte armen.
Laten zakken: Adem in en laat de stang gecontroleerd zakken tot deze je borst licht raakt.
Omhoog duwen: Adem uit en duw de stang krachtig terug naar de beginpositie. Zorg ervoor dat je je ellebogen niet volledig 'op slot' zet.
Herhalen: Herhaal de beweging voor het gewenste aantal herhalingen. Leg de stang daarna veilig terug in het rek."
ex-bench-press;en-GB;Bench Press;The bench press is a powerful upper-body exercise. It primarily trains your chest muscles (pectorals), shoulders (deltoids), and arms (triceps). It is one of the most effective exercises for building muscle mass and strength.;"Preparation: Lie flat on your back on the bench. Your feet should be planted firmly on the floor. Grasp the bar slightly wider than shoulder-width apart with an overhand grip.
Execution: Lift the bar from the rack and hold it straight above your chest with your arms extended.
Lowering: Inhale and slowly lower the bar until it lightly touches your chest.
Pushing up: Exhale and forcefully push the bar back up to the starting position. Avoid locking out your elbows completely.
Repeat: Repeat the movement for the desired number of repetitions. Safely return the bar to the rack afterwards."
ex-bench-press;en-US;Bench Press;The bench press is a powerful upper-body exercise. It primarily trains your chest muscles (pectorals), shoulders (deltoids), and arms (triceps). It is one of the most effective exercises for building muscle mass and strength.;"Preparation: Lie flat on your back on the bench. Your feet should be planted firmly on the floor. Grip the bar slightly wider than shoulder-width apart with your palms facing away from you.
Execution: Unrack the bar and hold it straight over your chest with your arms extended.
Lowering: Inhale and controllably lower the bar until it lightly touches your chest.
Pushing up: Exhale and powerfully press the bar back to the starting position. Make sure not to fully lock your elbows.
Repeat: Repeat the movement for the desired number of reps. Then, safely rerack the bar."
ex-bench-press;fr-FR;Développé couché;"Le développé couché (bench press) est un exercice puissant pour le haut du corps. Il cible principalement les muscles de la poitrine (pectoraux), les épaules (deltoïdes) et les bras (triceps). C'est l'un des exercices les plus efficaces pour développer la masse musculaire et la force.

";"Préparation : Allongez-vous sur le dos sur le banc. Vos pieds doivent être fermement posés au sol. Saisissez la barre avec une prise légèrement plus large que les épaules, paumes vers l'avant.
Exécution : Soulevez la barre du support et tenez-la droite au-dessus de votre poitrine, les bras tendus.
Descente : Inspirez et abaissez la barre de manière contrôlée jusqu'à ce qu'elle touche légèrement votre poitrine.
Poussée : Expirez et poussez la barre avec force pour revenir à la position de départ. Veillez à ne pas verrouiller complètement vos coudes.
Répétition : Répétez le mouvement pour le nombre de répétitions souhaité. Reposez ensuite la barre en toute sécurité sur le support."
ex-bench-press;de-DE;Bankdrücken;Bankdrücken ist eine kraftvolle Übung für den Oberkörper. Sie trainiert hauptsächlich deine Brustmuskeln (Pectoralis), Schultern (Deltoideus) und Arme (Trizeps). Es ist eine der effektivsten Übungen zum Aufbau von Muskelmasse und Kraft.;"Vorbereitung: Lege dich flach auf den Rücken auf die Bank. Deine Füße stehen fest auf dem Boden. Greife die Stange etwas breiter als schulterbreit mit den Handflächen nach vorne.
Ausführung: Hebe die Stange aus der Halterung und halte sie mit gestreckten Armen direkt über deiner Brust.
Absenken: Atme ein und senke die Stange kontrolliert ab, bis sie leicht deine Brust berührt.
Hochdrücken: Atme aus und drücke die Stange kraftvoll zurück in die Ausgangsposition. Achte darauf, deine Ellenbogen nicht vollständig durchzustrecken.
Wiederholen: Wiederhole die Bewegung für die gewünschte Anzahl an Wiederholungen. Lege die Stange danach sicher in der Halterung ab."
ex-bench-press;es-ES;Press de banca;El press de banca es un potente ejercicio para el tren superior. Trabaja principalmente los músculos del pecho (pectorales), los hombros (deltoides) y los brazos (tríceps). Es uno de los ejercicios más efectivos para ganar masa muscular y fuerza.;"Preparación: Túmbate boca arriba en el banco. Tus pies deben estar firmemente apoyados en el suelo. Agarra la barra con las palmas hacia adelante y una separación ligeramente mayor que la de tus hombros.
Ejecución: Saca la barra del soporte y sujétala recta sobre tu pecho con los brazos extendidos.
Descenso: Inhala y baja la barra de forma controlada hasta que toque ligeramente tu pecho.
Empuje: Exhala y empuja la barra con fuerza de vuelta a la posición inicial. Asegúrate de no bloquear completamente los codos.
Repetición: Repite el movimiento el número de veces deseado. Después, vuelve a colocar la barra en el soporte de forma segura."
ex-bench-press;it-IT;Panca piana;La panca piana (bench press) è un potente esercizio per la parte superiore del corpo. Allena principalmente i muscoli del petto (pettorali), le spalle (deltoidi) e le braccia (tricipiti). È uno degli esercizi più efficaci per costruire massa muscolare e forza.;"Preparazione: Sdraiati supino sulla panca. I piedi devono essere ben saldi a terra. Afferra il bilanciere con una presa leggermente più ampia delle spalle e con i palmi rivolti in avanti.
Esecuzione: Solleva il bilanciere dal supporto e tienilo dritto sopra il petto con le braccia tese.
Discesa: Inspira e abbassa lentamente il bilanciere fino a sfiorare il petto.
Spinta: Espira e spingi con forza il bilanciere per tornare alla posizione di partenza. Assicurati di non bloccare completamente i gomiti.
Ripetizione: Ripeti il movimento per il numero di ripetizioni desiderato. Successivamente, riponi il bilanciere sul supporto in sicurezza."
ex-bench-press;pl-PL;Wyciskanie na ławce;Wyciskanie sztangi na ławce poziomej (bench press) to potężne ćwiczenie na górne partie ciała. Trenuje głównie mięśnie klatki piersiowej, barków (mięśnie naramienne) i ramion (tricepsy). Jest to jedno z najskuteczniejszych ćwiczeń na budowanie masy mięśniowej i siły.;"Przygotowanie: Połóż się płasko na plecach na ławce. Stopy powinny być mocno oparte o podłogę. Złap sztangę nachwytem, nieco szerzej niż szerokość barków.
Wykonanie: Zdejmij sztangę ze stojaków i trzymaj ją prosto nad klatką piersiową z wyprostowanymi ramionami.
Opuszczanie: Zrób wdech i kontrolowanym ruchem opuść sztangę, aż lekko dotknie klatki piersiowej.
Wyciskanie: Zrób wydech i energicznie wypchnij sztangę z powrotem do pozycji wyjściowej. Unikaj całkowitego blokowania łokci.
Powtórzenia: Powtórz ruch dla żądanej liczby powtórzeń. Następnie bezpiecznie odłóż sztangę na stojaki."
ex-incline-bench-press;nl-NL;Incline Bankdrukken;Incline bankdrukken is een variant van de standaard bankdruk, waarbij de focus meer op de bovenkant van je borstspieren en de voorkant van je schouders ligt.;"Voorbereiding: Stel het bankje in op een schuine hoek. Ga zitten en zet je voeten stevig op de grond. Pak de stang iets breder dan schouderbreedte vast.
Uitvoering: Til de stang uit het rek en houd deze recht boven het bovenste deel van je borst met gestrekte armen.
Laten zakken: Adem in en laat de stang gecontroleerd zakken tot deze het bovenste deel van je borst licht raakt.
Omhoog duwen: Adem uit en duw de stang krachtig schuin omhoog terug naar de beginpositie.
Herhalen: Herhaal de beweging voor het gewenste aantal herhalingen en leg de stang daarna veilig terug."
ex-incline-bench-press;en-GB;Incline Bench Press;The incline bench press is a variation of the standard bench press, which places more emphasis on the upper part of your chest muscles and the front of your shoulders. The bench is set at an incline (usually 30-45 degrees).;"Preparation: Set the bench to an incline angle. Sit down and plant your feet firmly on the floor. Grasp the bar slightly wider than shoulder-width apart.
Execution: Lift the bar from the rack and hold it straight above your upper chest with your arms extended.
Lowering: Inhale and slowly lower the bar until it lightly touches your upper chest.
Pushing up: Exhale and forcefully push the bar diagonally upwards back to the starting position.
Repeat: Repeat the movement for the desired number of repetitions and then safely return the bar to the rack."
ex-incline-bench-press;en-US;Incline Bench Press;The incline bench press is a variation of the standard bench press, focusing more on the upper portion of your chest muscles and the front of your shoulders. The bench is set at an incline (usually 30-45 degrees).;"Preparation: Adjust the bench to an incline. Sit down and set your feet firmly on the floor. Grip the bar slightly wider than shoulder-width.
Execution: Unrack the bar and hold it directly over your upper chest with your arms fully extended.
Lowering: Inhale and controllably lower the bar until it lightly touches your upper chest.
Pushing up: Exhale and powerfully press the bar up and back to the starting position.
Repeat: Repeat the movement for the desired number of reps, then safely rerack the bar."
ex-incline-bench-press;fr-FR;Développé incliné;Le développé incliné est une variante du développé couché classique, qui met davantage l'accent sur la partie supérieure des pectoraux et l'avant des épaules. Le banc est incliné (généralement entre 30 et 45 degrés).;"Préparation : Réglez le banc sur un angle incliné. Asseyez-vous et placez vos pieds fermement au sol. Saisissez la barre avec une prise un peu plus large que les épaules.
Exécution : Soulevez la barre du support et tenez-la droite au-dessus de la partie supérieure de votre poitrine, bras tendus.
Descente : Inspirez et abaissez la barre de manière contrôlée jusqu'à ce qu'elle touche légèrement le haut de votre poitrine.
Poussée : Expirez et poussez la barre avec force en diagonale vers le haut pour revenir à la position de départ.
Répétition : Répétez le mouvement pour le nombre de répétitions souhaité, puis reposez la barre en toute sécurité."
ex-incline-bench-press;de-DE;Schrägbankdrücken;Schrägbankdrücken ist eine Variante des klassischen Bankdrückens, bei der der Fokus stärker auf dem oberen Teil deiner Brustmuskulatur und der Vorderseite deiner Schultern liegt. Die Bank wird dabei in einem schrägen Winkel eingestellt (normalerweise 30-45 Grad).;"Vorbereitung: Stelle die Bank in einen schrägen Winkel ein. Setze dich hin und stelle deine Füße fest auf den Boden. Greife die Stange etwas breiter als schulterbreit.
Ausführung: Hebe die Stange aus der Halterung und halte sie mit gestreckten Armen direkt über dem oberen Teil deiner Brust.
Absenken: Atme ein und senke die Stange kontrolliert ab, bis sie den oberen Teil deiner Brust leicht berührt.
Hochdrücken: Atme aus und drücke die Stange kraftvoll schräg nach oben zurück in die Ausgangsposition.
Wiederholen: Wiederhole die Bewegung für die gewünschte Anzahl an Wiederholungen und lege die Stange danach sicher ab."
ex-incline-bench-press;es-ES;Press de banca inclinada;El press de banca inclinado es una variante del press de banca estándar, que pone más énfasis en la parte superior de los músculos pectorales y la parte frontal de los hombros. El banco se coloca en un ángulo inclinado (normalmente de 30 a 45 grados).;"Preparación: Ajusta el banco a un ángulo inclinado. Siéntate y apoya firmemente los pies en el suelo. Agarra la barra con una separación un poco mayor que la de tus hombros.
Ejecución: Saca la barra del soporte y sujétala recta sobre la parte superior de tu pecho con los brazos extendidos.
Descenso: Inhala y baja la barra de forma controlada hasta que toque ligeramente la parte superior de tu pecho.
Empuje: Exhala y empuja la barra con fuerza en diagonal hacia arriba, de vuelta a la posición inicial.
Repetición: Repite el movimiento las veces deseadas y luego vuelve a colocar la barra en el soporte de forma segura."
ex-incline-bench-press;it-IT;Panca inclinata;La panca inclinata è una variante della panca piana standard, che si concentra maggiormente sulla parte superiore dei muscoli pettorali e sulla parte anteriore delle spalle. La panca è impostata con un'inclinazione (solitamente 30-45 gradi).;"Preparazione: Regola la panca su un'inclinazione. Siediti e pianta saldamente i piedi a terra. Afferra il bilanciere con una presa leggermente più ampia delle spalle.
Esecuzione: Solleva il bilanciere dal supporto e tienilo dritto sopra la parte alta del petto con le braccia tese.
Discesa: Inspira e abbassa lentamente il bilanciere finché non sfiora la parte alta del petto.
Spinta: Espira e spingi con forza il bilanciere in diagonale verso l'alto per tornare alla posizione di partenza.
Ripetizione: Ripeti il movimento per il numero di ripetizioni desiderato e poi riponi il bilanciere in sicurezza."
ex-incline-bench-press;pl-PL;Wyciskanie na ławce skośnej;Wyciskanie na ławce skośnej (głową w górę) to wariant standardowego wyciskania na ławce, który kładzie większy nacisk na górną część mięśni klatki piersiowej i przednią część barków. Ławka jest ustawiona pod kątem (zazwyczaj 30-45 stopni).;"Przygotowanie: Ustaw ławkę pod kątem. Usiądź i mocno oprzyj stopy o podłogę. Złap sztangę nieco szerzej niż na szerokość barków.
Wykonanie: Zdejmij sztangę ze stojaków i trzymaj ją prosto nad górną częścią klatki piersiowej z wyprostowanymi ramionami.
Opuszczanie: Zrób wdech i kontrolowanym ruchem opuść sztangę, aż lekko dotknie górnej części klatki piersiowej.
Wyciskanie: Zrób wydech i energicznie wypchnij sztangę po skosie w górę do pozycji wyjściowej.
Powtórzenia: Powtórz ruch dla żądanej liczby powtórzeń, a następnie bezpiecznie odłóż sztangę."
ex-overhead-press;nl-NL;Schouderdruk;De schouderdruk is een fundamentele oefening voor het opbouwen van sterke en brede schouders. Het richt zich primair op de deltaspieren (schouderspieren) en de triceps. De oefening kan zowel zittend als staand worden uitgevoerd met een stang of dumbbells.;"Voorbereiding: Ga op een bankje met rugleuning zitten. Pak de stang iets breder dan schouderbreedte vast en breng deze naar de voorkant van je schouders, net onder je kin. Je handpalmen wijzen naar voren.
Uitvoering: Houd je core aangespannen en je rug recht. Adem uit en duw de stang recht omhoog tot je armen bijna volledig gestrekt zijn.
Laten zakken: Adem in en laat de stang gecontroleerd zakken naar de beginpositie op je schouders.
Herhalen: Herhaal de beweging voor het gewenste aantal herhalingen. Leg de stang daarna veilig terug in het rek."
ex-overhead-press;en-GB;Overhead Press;The shoulder press is a fundamental exercise for building strong, broad shoulders. It primarily targets the deltoid muscles (shoulders) and the triceps. The exercise can be performed either seated or standing with a barbell or dumbbells.;"Preparation: Sit on a bench with back support. Grasp the barbell slightly wider than shoulder-width and bring it to the front of your shoulders, just below your chin. Your palms should face forward.
Execution: Keep your core tight and your back straight. Exhale and press the barbell straight up until your arms are almost fully extended.
Lowering: Inhale and controllably lower the barbell back to the starting position on your shoulders.
Repeat: Repeat the movement for the desired number of repetitions. Then, safely return the bar to the rack."
ex-overhead-press;en-US;Overhead Press;The shoulder press is a foundational exercise for building strong and broad shoulders. It primarily targets the deltoid muscles (shoulders) and triceps. The exercise can be done either seated or standing, using a barbell or dumbbells.;"Preparation: Sit on a bench with an upright back support. Grip the barbell slightly wider than shoulder-width and rest it on the front of your shoulders, just below your chin. Your palms should face forward.
Execution: Engage your core and keep your back straight. Exhale and push the bar straight overhead until your arms are nearly fully extended.
Lowering: Inhale and slowly lower the bar back down to the starting position on your shoulders.
Repeat: Repeat the movement for the desired number of reps, then safely rerack the bar."
ex-overhead-press;fr-FR;Développé militaire;Le développé militaire (shoulder press) est un exercice fondamental pour développer des épaules fortes et larges. Il cible principalement les muscles deltoïdes (épaules) et les triceps. L'exercice peut être réalisé assis ou debout, avec une barre ou des haltères.;"Préparation : Asseyez-vous sur un banc avec dossier. Saisissez la barre avec une prise un peu plus large que les épaules et amenez-la au niveau de vos épaules, juste sous le menton. Vos paumes sont tournées vers l'avant.
Exécution : Gardez le tronc gainé et le dos droit. Expirez et poussez la barre droit vers le haut jusqu'à ce que vos bras soient presque entièrement tendus.
Descente : Inspirez et redescendez la barre de manière contrôlée jusqu'à la position de départ sur vos épaules.
Répétition : Répétez le mouvement pour le nombre de répétitions souhaité. Reposez ensuite la barre en toute sécurité."
ex-overhead-press;de-DE;Überkopfdrücken;Das Schulterdrücken (auch Military Press) ist eine grundlegende Übung zum Aufbau starker und breiter Schultern. Es zielt hauptsächlich auf die Deltamuskeln (Schultermuskeln) und den Trizeps ab. Die Übung kann sowohl sitzend als auch stehend mit einer Langhantel oder Kurzhanteln ausgeführt werden.;"Vorbereitung: Setzen Sie sich auf eine Bank mit Rückenlehne. Greifen Sie die Stange etwas breiter als schulterbreit und bringen Sie sie vor Ihre Schultern, direkt unter Ihr Kinn. Ihre Handflächen zeigen nach vorne.
Ausführung: Halten Sie Ihren Rumpf angespannt und Ihren Rücken gerade. Atmen Sie aus und drücken Sie die Stange gerade nach oben, bis Ihre Arme fast vollständig gestreckt sind.
Absenken: Atmen Sie ein und senken Sie die Stange kontrolliert in die Ausgangsposition auf Ihren Schultern ab.
Wiederholen: Wiederholen Sie die Bewegung für die gewünschte Anzahl an Wiederholungen. Legen Sie die Stange danach sicher im Rack ab."
ex-overhead-press;es-ES;Press militar;El press de hombros (o press militar) es un ejercicio fundamental para construir hombros anchos y fuertes. Se enfoca principalmente en los músculos deltoides (hombros) y los tríceps. El ejercicio se puede realizar sentado o de pie, con una barra o mancuernas.;"Preparación: Siéntate en un banco con respaldo. Agarra la barra con una separación ligeramente mayor que la de tus hombros y llévala a la parte delantera de tus hombros, justo debajo de la barbilla. Las palmas de tus manos deben apuntar hacia adelante.
Ejecución: Mantén el core apretado y la espalda recta. Exhala y empuja la barra recto hacia arriba hasta que tus brazos estén casi completamente extendidos.
Descenso: Inhala y baja la barra de forma controlada a la posición inicial sobre tus hombros.
Repetición: Repite el movimiento el número de veces deseado. Después, vuelve a colocar la barra en el soporte de forma segura."
ex-overhead-press;it-IT;Military press;Lo shoulder press (o military press) è un esercizio fondamentale per costruire spalle forti e larghe. Si concentra principalmente sui muscoli deltoidi (spalle) e sui tricipiti. L'esercizio può essere eseguito da seduti o in piedi, con un bilanciere o con manubri.;"Preparazione: Siediti su una panca con schienale. Afferra il bilanciere con una presa leggermente più ampia delle spalle e portalo davanti alle spalle, appena sotto il mento. I palmi delle mani sono rivolti in avanti.
Esecuzione: Tieni il core contratto e la schiena dritta. Espira e spingi il bilanciere dritto verso l'alto finché le braccia non sono quasi completamente tese.
Discesa: Inspira e abbassa lentamente il bilanciere alla posizione di partenza sulle spalle.
Ripetizione: Ripeti il movimento per il numero di ripetizioni desiderato. Quindi, riponi il bilanciere sul rack in sicurezza."
ex-overhead-press;pl-PL;Wyciskanie żołnierskie;Wyciskanie żołnierskie (shoulder press / OHP) to podstawowe ćwiczenie budujące silne i szerokie barki. Skupia się głównie na mięśniach naramiennych (barkach) oraz tricepsach. Ćwiczenie można wykonywać na siedząco lub na stojąco, używając sztangi lub hantli.;"Przygotowanie: Usiądź na ławce z oparciem. Złap sztangę nieco szerzej niż na szerokość barków i oprzyj ją na przedniej części barków, tuż pod brodą. Dłonie skieruj do przodu.
Wykonanie: Napnij mięśnie brzucha i trzymaj proste plecy. Zrób wydech i wyciśnij sztangę prosto w górę, aż ramiona będą prawie całkowicie wyprostowane.
Opuszczanie: Zrób wdech i kontrolowanym ruchem opuść sztangę do pozycji wyjściowej na barki.
Powtórzenia: Powtórz ruch dla żądanej liczby powtórzeń. Następnie bezpiecznie odłóż sztangę na stojaki."
ex-push-up;nl-NL;Push-up;De push-up (opdrukken) is een klassieke en zeer effectieve oefening die je met je eigen lichaamsgewicht uitvoert. Het traint voornamelijk de borstspieren, schouders en triceps, maar versterkt ook je core (rompspieren).;"Voorbereiding: Begin in een hoge plankpositie. Plaats je handen stevig op de grond, iets breder dan je schouders. Je lichaam vormt een rechte lijn van je hoofd tot je hielen.
Laten zakken: Adem in en buig je ellebogen om je lichaam gecontroleerd te laten zakken, totdat je borst de grond bijna raakt.
Omhoog duwen: Adem uit en duw jezelf krachtig terug naar de beginpositie door je armen te strekken. Houd je lichaam recht en je core aangespannen.
Herhalen: Herhaal de beweging voor het gewenste aantal herhalingen."
ex-push-up;en-GB;Push-up;The push-up (or press-up) is a classic and highly effective bodyweight exercise. It primarily trains the chest muscles, shoulders, and triceps, but also strengthens your core.;"Preparation: Start in a high plank position. Place your hands firmly on the ground, slightly wider than your shoulders. Your body should form a straight line from your head to your heels.
Lowering: Inhale and bend your elbows to lower your body in a controlled manner until your chest nearly touches the floor.
Pushing up: Exhale and forcefully push yourself back to the starting position by extending your arms. Keep your body straight and your core engaged.
Repeat: Repeat the movement for the desired number of repetitions."
ex-push-up;en-US;Push-up;The push-up is a classic and highly effective exercise performed using your own body weight. It mainly trains the chest muscles, shoulders, and triceps, but also strengthens your core.;"Preparation: Begin in a high plank position. Place your hands firmly on the floor, slightly wider than your shoulders. Your body should form a straight line from your head to your heels.
Lowering: Inhale and bend your elbows to lower your body with control until your chest almost touches the ground.
Pushing up: Exhale and powerfully push back up to the starting position by straightening your arms. Keep your body straight and your core tight.
Repeat: Repeat the movement for the desired number of reps."
ex-push-up;fr-FR;Pompes;La pompe (push-up) est un exercice classique et très efficace au poids du corps. Elle sollicite principalement les muscles de la poitrine, les épaules et les triceps, mais renforce également le tronc (core).;"Préparation : Commencez en position de planche haute. Placez vos mains fermement au sol, légèrement plus écartées que vos épaules. Votre corps doit former une ligne droite de la tête aux talons.
Descente : Inspirez et pliez les coudes pour abaisser votre corps de manière contrôlée, jusqu'à ce que votre poitrine frôle le sol.
Poussée : Expirez et repoussez-vous avec force vers la position de départ en tendant les bras. Gardez le corps droit et le tronc gainé.
Répétition : Répétez le mouvement pour le nombre de répétitions souhaité."
ex-push-up;de-DE;Liegestütze;Der Liegestütz (Push-up) ist eine klassische und sehr effektive Übung mit dem eigenen Körpergewicht. Er trainiert hauptsächlich die Brustmuskulatur, die Schultern und den Trizeps, stärkt aber auch deine Rumpfmuskulatur (Core).;"Vorbereitung: Beginnen Sie in einer hohen Plank-Position. Platzieren Sie Ihre Hände fest auf dem Boden, etwas breiter als Ihre Schultern. Ihr Körper bildet eine gerade Linie von Ihrem Kopf bis zu Ihren Fersen.
Absenken: Atmen Sie ein und beugen Sie Ihre Ellbogen, um Ihren Körper kontrolliert abzusenken, bis Ihre Brust fast den Boden berührt.
Hochdrücken: Atmen Sie aus und drücken Sie sich kraftvoll zurück in die Ausgangsposition, indem Sie Ihre Arme strecken. Halten Sie Ihren Körper gerade und Ihren Rumpf angespannt.
Wiederholen: Wiederholen Sie die Bewegung für die gewünschte Anzahl an Wiederholungen."
